2025-06-20 02:27:43,342 - result - CRITICAL - LLM: gpt-4o-mini
2025-06-20 02:27:43,342 - result - CRITICAL - Mode: Solo
2025-06-20 02:27:43,342 - result - CRITICAL - Datapoints: 500

2025-06-20 02:27:43,343 - result - CRITICAL - ESSAY SET 1:

2025-06-20 02:31:14,495 - result - CRITICAL - 
                                                 essay  score  y_pred  diff
848   "The @CAPS1 made the mood in this memoir a nic...      2       3     1
428   "In this memoir the author creats a mood of gr...      2       4     2
339   "The mood created by the author in the memoir ...      3       5     2
1050  "The mood the author created in the memoir is....      3       4     1
246   "The mood of this memoir is one of love and ki...      4       5     1
466   The mood by the outhor in the memoir is it abo...      3       3     0
1001  "In the memoir the author creates a mood. Narc...      4       5     1
768   "I believe that the mood created by the author...      4       5     1
925   "In the memoir; ""@PERSON1"" from ""Home: The ...      2       3     1
303   "The mood of the memoir was heart-warming. The...      3       6     3
1013  "The mood of this memoir is that @PERSON1 is h...      3       4     1
1026  "In Narciso Rodriguez by @PERSON1, there was a...      2       3     1
861   "The author creats a mood in the memoir that i...      2       3     1
862   The mood in this article was just stunning bec...      1       3     2
412   "The memoir's mood is a sense of happiness bec...      2       5     3
1019  "In the memoir ""Narciso Rodriguez"" the autho...      3       3     0
897   "In the story I just read, ""Narciso Rodriguez...      4       5     1
805   "The mood the author created in the memoir lov...      3       5     2
968   "the mood created by the author in the memoir ...      2       3     1
70    The mood in this memoir is happy. I think the ...      1       3     2
675   "The mood in this memoir is gratitude. Narciso...      2       5     3
67    "In the memoir about family, Narciso Rodriguez...      4       5     1
222   "Throughout the memoir Narciso Rodriguez the a...      2       5     3
987   "In the memoir, ""Narciso Rodriguez"" From Hom...      4       5     1
869   "In the memoir there were actually two main mo...      1       5     4
1003  "The mood in ""Narciso Rodriguez"" was loving,...      3       6     3
1070  "The author creates a mood of joy and thankful...      3       5     2
1063  "The mood portrayed in Narciso Rodriguez's mem...      4       5     1
656   "This was a touching story of how this boy app...      2       4     2
116   "the mood in the memoir can be exaessed in man...      3       5     2
1021  "The mood created by Narciso Rodriguez in the ...      2       3     1
931   "In the memoir there is more the one mood, but...      2       4     2
91    "The mood created by the author in the memoir ...      2       4     2
964   "The mood created by the author in the memoir ...      4       6     2
576   "The mood that was crea ted by the author was ...      3       5     2
386   The mood changed throughout the memoir. First ...      3       4     1
530   "The mood created by the author is quite comfo...      3       6     3
731   "I think that the mood created by the author w...      3       4     1
671   The mood the auther was in was @CAPS1 & happy....      1       2     1
634   "The author creates an optimistic, caring mood...      2       4     2
6     "The author of this memoir created a mood abou...      3       5     2
673   "In this memoir the author gives the mood a se...      2       5     3
796   In this memoir the mood sounds like a happy on...      2       4     2
803   "The mood created by the author in the memoir ...      2       3     1
238   "In the short story ""Narciso Rodriguez"" by T...      2       3     1
53    "There was a mood created by the author in @CA...      3       3     0
784   "Narciso Rodriguez could not describe his home...      2       5     3
953   "The author created a mood of happiness and lo...      2       5     3
830   "There is a very distinct mood set by Narciso ...      2       5     3
367   "In the memoir @PERSON1 it talks about making ...      4       5     1
509   "In the memoir, the author doesn't just descri...      2       5     3
221   "In the memoir of Narciso Rodriguez the mood c...      3       5     2
437   "In the memoir of Narciso Rodriguez, it gives ...      3       4     1
400   "In this memoir the authors mood is satisfied,...      1       3     2
979   "The mood in ""Home: The Blueprints of Our Liv...      1       4     3
376   The mood created by the author in the memoir i...      1       4     3
973   "Memoirs have a certain mood that the author u...      4       4     0
901   "In the memoir, the author creates a sort of g...      2       5     3
346   "The mood created by the author was a very lov...      3       5     2
507   "I think the authors mood is, honored, proud, ...      2       4     2
174   "The mood created by the author in the memoroi...      3       4     1
725   "Based on this memoir, the mood created by the...      2       3     1
838   Based on the memoir of Narciso Rodriguez the o...      1       3     2
538   "In the storie ""Narciso Rodriguez"" I think t...      2       3     1
121   I think the memoir has a happy and grateful mo...      2       4     2
842   "In this memoir by Narciso Rodriguez, The mood...      2       4     2
814   "@PERSON1 wrote this memoir in a happy, warm, ...      2       5     3
683   "Throughout the passage, ""Narciso Rodriguez""...      3       4     1
51    "The mood created in the memoir is the feeling...      2       3     1
230   "The mood created by the author is happy and g...      3       5     2
781   the mood created by the author in the memoir w...      2       3     1
443   "The @CAPS1 created by the author of the memoi...      4       5     1
788   "The mood in the memoir ""Narciso Rodriguez"" ...      3       5     2


2025-06-20 04:48:14,515 - result - CRITICAL - ESSAY SET 6:

2025-06-20 04:48:15,112 - result - CRITICAL - 
                                                  essay  score  y_pred  diff
959   "When attempting to allow dirigibles to dock o...      3       7     4
40    "In attempting to allow dirigibles to dock on ...      3       6     3
1055  "Some of the obstacles facing the builders was...      2       5     3
1008  "They get good idea to make that building, but...      0       2     2
383   "Most of the obsticles the builders of the Emp...      2       3     1
248   "The obstacles the builders of the @ORGANIZATI...      4       5     1
234   "In the excerp ""The Mooring Mast"", by @ORGAN...      3       4     1
572   "The builders of the Empire State building fac...      3       6     3
585   "One problem that the builders has was that th...      3       5     2
972   "In ""The Mooring Mast"" by Marcia Amidon @CAP...      2       4     2
796   The builders faced many obstacles in trying to...      2       5     3
1074  "Based on the excerpt ""The Mooring mast"" by ...      1       3     2
36    "The builders of the Empire State Building's m...      3       7     4
634   "Based on the excerpt, the obstacles the build...      4       6     2
787   "Besides The facts That docking dirigibles on ...      3       4     1
397   "During the Building of the Mast, the builders...      3       5     2
410   "In the excerpt ""THE MOORING MAST"" by Marcia...      3       4     1
103   "On @DATE1, The Empire State Building was anno...      3       5     2
377   "There were many obstacles that the builders o...      4       6     2
267   "In the excerpt ""The Mooring Mast"" by Marcia...      2       4     2
1007  "The builders faced multiple obsticles in atte...      3       6     3
304   "The builders of the Empire State Building fac...      3       5     2
673   "The architects of the Empire State Building f...      4       7     3
912   "When building the Empire State Building, the ...      3       5     2
854   "In The Mooring Mast by Marcia Amidon Lüsted, ...      2       4     2
1073  "The weight was an obstacle they faced. ""A th...      4       5     1
424   "In the excerpt ""The Mooring Mast"" by Marcia...      1       4     3
681   "There were many obstacles the builders of the...      3       5     2
632   "The Empire State Building was built with grea...      2       4     2
1071  "The builders of the Empire State building fac...      4       6     2
518   "In the excerpt ""The Mooring Mast"" written b...      4       6     2
172   "In @DATE1, the Empire State Building was cons...      3       5     2
444   "The dirigibles were not able to dock on the m...      2       5     3
536   "When building the empire state Building, the ...      3       5     2
1012  "There were many obstacles the builders of the...      2       4     2
731   "The builders of the Empire State Building fac...      3       6     3
143   "During the attemp in building a docking stati...      4       5     1
1017  "The dream of the aviation pioneers of docking...      3       6     3
37    "In order for the Empire State Building to doc...      4       7     3
387   "In the excerpt ""The Mooring Mast"" by Marcia...      3       5     2
336   "The Mooring Mast by @ORGANIZATION1, the build...      3       5     2
935   "Obstacles the builders haded to face with the...      1       3     2
77    The obstacles the builders of the Empire State...      3       4     1
834   "When building the Empire State Building, the ...      3       6     3
954   "The builders of the Empire State Building fac...      3       6     3
841   "Although the builders tried hard to make thei...      3       7     4
611   "In the excerpt ""The Mooring Mast"" by Marcia...      4       6     2
848   "The Mooring Mast by @ORGANIZATION2 outlines t...      4       7     3
42    "The task of trying to allow dirigibles to doc...      3       5     2
89    "The plan to allow dirigibles to dock on the E...      4       5     1
465   "The builders of the Empire State building fac...      3       5     2
648   "There were many obstacles that the builders f...      3       5     2
452   "Some of the obstacles the builders of the Emp...      2       5     3
159   "In the excerpt 'The Mooring Mast' by @ORGANIZ...      2       4     2
579   "From the excerpt ""The Mooring Mast"" by @ORG...      3       5     2
391   "Although high expectations were concieved for...      4       7     3
638   "There are many obstacles the builders of the ...      3       6     3
907   "In the excerp ""The Mooring Mast"" by @ORGANI...      3       5     2
670   "Dirigibles had a top speed of Eighty milles p...      2       2     0
314   "As the builder's dream for the Empire State b...      2       6     4
38    "I've been to the Empire state building before...      3       3     0
743   "The Empire state building faced several major...      2       4     2
749   "There were obstacles the builders of the Empi...      3       5     2
736   "Based on the excerpt ""The Mooring Mast"", by...      4       7     3
108   "The empire State building builders faced a co...      1       0    -1
612   "Based on the excerpt given, the idea for allo...      3       5     2
320   "In the passage The Mooring Mast by Marcia Ami...      3       4     1
870   "When designing the mooring mast on top of the...      3       5     2
902   "In the excerpt ""The Mooring Mast,"" by Marci...      2       5     3
1049  "The Empire State Building was to be the talle...      3       5     2
209   "The builders of the empire state building cou...      2       4     2
302   "There are many obstacles the builders of the ...      1       4     3
63    "The obsticles The empire state building were ...      1       2     1
289   "Some of the obstacles the builders of the Emp...      3       5     2
117   "Builders trying to allow dirigibles to dock o...      3       4     1
187   "In building the empire state building, the bu...      3       6     3
15    The greatest abstacle to the successful use of...      1       4     3
257   "When constructing the mooring mast on top of ...      3       4     1
989   "The builders had many obstacles while buildin...      0       3     3
100   "The builders of the Empire State Building obs...      2       5     3
869   "The obstacles the builders of the Empire Stat...      3       4     1
837   "When constructing a mooring mast, @CAPS1 ran ...      4       5     1
789   "While builders attempted to create a landing ...      3       5     2
843   "In the article The Mooring Mast by Marcia Ami...      1       3     2
1045  "The obstaclesthat the builders of the Empire ...      0       2     2
398   "The builders came across many obstacles while...      2       5     3
279   "The builders of the Empire State Building wer...      3       4     1
104   "The builders faced many obstacles when trying...      3       5     2
1048  "Throughout the short story The Mooring Mast, ...      3       5     2
295   "The future of transportation is a matter that...      3       5     2
911   The obsticals that the builders face in attemp...      3       5     2
264   "There were many obstacles builders of the Emp...      4       5     1
327   "The people who built the Empire State Buildin...      2       3     1
852   "In attempting to allow dirigibles to dock at ...      3       5     2
332   "During the construction of the Empire State B...      3       6     3
23    "The builders faced many obstacles when attemp...      4       5     1
773   "The builders of the Empire State Building fac...      3       5     2
928   "In the @DATE1's Al Smith hoped to build the w...      4       5     1
733   "In this excerpt, ""The Mooring Mast"" by Marc...      4       6     2
74    "There are many obstacles with the docking of ...      1       3     2
294   "The builders of the Empire State Building had...      3       5     2
44    "Based on the excerpt from ""The Mooring Mast,...      4       7     3
347   "In ""The Mooring Mast"" by @ORGANIZATION2, th...      4       7     3
114   "the mooring mast of the Empire State Building...      1       2     1
571   "Based on the excerpt from The Mooring Mast, t...      4       7     3
394   "In the excerpt ""The @CAPS1 Mast"" by Marcia ...      3       5     2
901   "Trying to allow dirigibles dock on the Empire...      3       4     1
305   "The builders @CAPS1 many problems when attemp...      3       6     3
93    "Based on this excerpt, the architects had to ...      2       5     3
829   "The builders of the Empire State Building pla...      3       6     3
640   "Based on the excerpt, the obstacles the build...      3       6     3
330   "The first obstacle that the can builders face...      2       5     3
194   "The builders of the Empire State Building fac...      4       6     2
134   "The obstacles the builders of the Empire Stat...      3       5     2
931   "The builders of the Empire State Building fac...      4       7     3
804   "Constructing anything is always a difficult t...      4       5     1
425   "There are many obstacles faced because of let...      3       5     2
421   "In the expert the builders of the Empire Stat...      0       3     3
838   "The builders of the Empire State building fac...      3       6     3
622   "Allowing dirigibles to dock to the Empire Sta...      3       5     2
133   "The builders had to face many obstacles in at...      2       5     3
517   "Based on the excerpt, the builders of the Emp...      4       5     1
920   "When the builders of the Empire state Buildin...      2       5     3
814   "The builders faced many obstacles while build...      3       5     2
788   "The builders of the Empire State Building fac...      3       6     3
601   "In the @CAPS1 The @CAPS2 Mast by @ORGANIZATIO...      3       4     1
461   "In the excerpt ""The mooring mast"" by marcia...      1       3     2
702   "The builders of the Empire State Building fac...      1       4     3
338   "When builders of the Empire State Building at...      3       7     4
1014  "During the construction of the Empire State B...      3       5     2
255   "The obstacles the builders would have to face...      1       2     1
316   "The builders of the Empire State Building fac...      2       5     3
60    The builders of the Empire State building face...      2       3     1
411   "The builders of the Empire State building fac...      3       6     3
956   "To start off, the builders of the Empire Stat...      4       5     1
142   "In the excerpt ""The Mooring Mast"" by Marcia...      3       5     2
213   "Though the idea to allow dirigibles to dock a...      4       5     1
871   "The builders of the Empire State Building whe...      3       5     2
407   "The builders of the Empire State Building wer...      4       5     1
659   "The building wasn't designed to carry the ext...      2       3     1
962   "Based on the excerpt, there were a few main o...      4       5     1
641   "In an attempt to build a dirigble destination...      3       4     1
201   "The builders of the Empire State Building fac...      2       4     2
342   "There was many obstacles in the way of adding...      4       5     1
68    "The builders of the Empire State Building fac...      3       6     3
556   There are some obstacles the builders face dur...      1       4     3
509   "In the excerpt ""The Mooring Mast"" the build...      2       6     4
211   "Just like in life there are many obstacles. W...      3       3     0
317   "When faced with the prospect of building the ...      3       6     3
270   "In attempting to allow dirigibles to dock on ...      4       6     2
242   "It is stated in the article that ""[t]he moor...      4       7     3
830   "During the construction of the mooring mast a...      4       6     2
715   "After finishing the @ORGANIZATION1, architect...      3       5     2
440   "Based on the excerpt the obstacles that the b...      2       5     3
196   "One of the big problems facing docking dirigi...      4       5     1
19    "The builders of the empire state building whe...      3       4     1
203   "The builders of the Empire state building fac...      2       5     3
577   "The builders of the Empire State Building fac...      3       6     3
495   "The obstacles the builders of the Empire Stat...      4       5     1
340   "From the knowledge I gained reading the excer...      2       5     3
408   "The Mooring Mast by Marcia Amidon Lüsted expl...      3       6     3
697   "The obstacles the builders of the empire Stat...      1       2     1
147   "The obstacles the builders of the Empire Stat...      4       5     1
191   "In the excerpt, they tell some reasons why it...      3       4     1
826   "During the attempt to allow dirigibles to doc...      3       7     4
149   "There were many obstacles that the architects...      2       6     4
1072  "In the excerpt  ""The Mooring Mast"" by Marci...      3       6     3
573   One of the obstacles the builders of the Empir...      3       4     1
179   "Upon taking up the task of building a mast fo...      3       6     3
384   Al Smith was a very competitive person: one of...      0       2     2
1010  "The construction of the mast was intentionall...      2       3     1
990   "The obstacles the builders faced building the...      1       3     2
167   "Based on the article ""The Mooring Mast"" wri...      3       4     1
591   "Based on the excerpt, I dont think they shoul...      0       2     2
916   "Builders of the Empire State Building faced a...      3       7     4
366   "The builders of the Empire State Building fac...      3       5     2
18    "The builders of the empire state building enc...      3       6     3
135   "The builders of the Empire State Building fac...      4       7     3
713   "The obstacles the builders of the Empire Stat...      2       5     3
574   "Based on the excerpt ""The Mooring Mast"" by ...      2       6     4
86    "When the builders of the @ORGANIZATION2 took ...      3       6     3
162   "The builders that constructed The Empire Stat...      4       7     3
380   "The builders of the empire state building fac...      1       5     4
88    "In the excerpt from ""The Mooring Mast"", by ...      4       6     2
867   "In the excerpt from @ORGANIZATION2's The Moor...      3       7     4
767   "In the excerpt ""The Mooring @CAPS1"" by Marc...      4       5     1
532   "Builders of the Empire State Building faced m...      3       5     2
253   "On the excerpt there were a lot of obstacles ...      1       3     2
592   "The builders faced several obstacles in attem...      2       4     2
14    "In the excerpt from ""The Mooring Mast"" by @...      4       4     0
576   "From the excerpt ""The Mooring Mast"" by Marc...      3       4     1
512   "Allowing dirigibles stock at the Empire State...      3       6     3
13    "In the excerpt ""The Mooring Mast"" by Marcia...      2       5     3
735   "The Top of the Empire State Building would be...      0       0     0
664   "In the novel the @CAPS1 of the Empire State B...      1       2     1
904   "The Empire state building was facing of with ...      0       2     2
1033  "The Empire State Building was designed to bec...      3       5     2
498   Their were many obstacles builder face while a...      3       5     2
370   "Although Al Smith had expected the mooring ma...      3       7     4
677   "When allowing dirigibles to dock of the empir...      3       4     1
725   "The builders had a very hard time because of ...      2       5     3
541   "The obstacles the builders of the empire stat...      3       5     2
661   "The @CAPS1 of the Empire State building faced...      3       5     2
734   "Based on the excerpt, ""The Mooring Mast"", b...      3       5     2
859   "Based on the excerpt, the builders of the Emp...      3       5     2
782   "In the excerpt the @CAPS1 were faced with mul...      3       3     0
236   "The builders of the Empire State Building fac...      4       7     3
708   "Building just a building alone is a tremendou...      2       4     2
110   "The builders of the empire state building fac...      3       5     2
943   "In their attempt to build a docking mast on t...      4       7     3
687   "The builders of the Empire State Building fac...      3       5     2
374   "When they build the Empire State Building the...      1       3     2
898   "The builders of the Empire State building fac...      4       6     2
223   "The builders of the Empire State Building fac...      3       4     1
653   "In this excerpt Al Smith had many obstacals t...      3       3     0
389   "There were several obstacles the builders of ...      3       5     2
109   "In the article ""The Mooring Mast,"" Marcia A...      4       7     3
642   "Despite all hope and anticipation surrounding...      3       7     4
618   "in the excerpt The Mooring Mast by Marcia Ami...      4       5     1
797   "The mooring mast was a failure from the start...      3       5     2
127   "The obstacles the builders of the Empire Stat...      1       2     1
231   "The builders of the Empire State Building fac...      4       4     0
919   "The builders of the dirigibles faced many obs...      3       5     2
996   "The builders of the Empire State Building fac...      4       5     1
1063  "The dream for the Empire State Building was t...      4       5     1
833   "The Empire State Building faced many obstacle...      1       3     2
1002  The builders of the Empire State Building face...      2       4     2
527   "Turning the mast on the Empire State Building...      3       4     1
189   "The builders of the Empire State Building fac...      4       6     2
777   "The builders of the @ORGANIZATION1 many obsta...      4       5     1
207   "In the excerpt ""The Mooring Mast"" by @ORGAN...      1       4     3
1022  "The obstacles the builders of the Empire Stat...      3       6     3
704   It show that in the Future the @CAPS1 Building...      0       0     0
755   "The builders of the empire state building fac...      4       5     1
435   "When the builders of the Empire State Buildin...      4       5     1
282   "Right from the start, the Empire State Buildi...      3       5     2
426   "There are always challenges when you are tryi...      2       4     2
1019  "Al Smith and his workers, went through quite ...      3       5     2
766   "In ""The Mooring Mask"" by Marcia Amidon Lüst...      3       5     2
481   "The Empire State building is one of the talle...      2       5     3
806   "The builders of the Empire State Building fac...      4       7     3
300   "The builders of the Empire State building fac...      4       5     1
0     "Him from the start, there would have been man...      3       5     2
293   "In the excerpt, The Mooring Mast by Marcia Am...      3       7     4
939   "The builders of the Empire State building fac...      4       5     1
499   "Builders of the Empire State Building faced m...      3       5     2
1021  "The obstacles the buildes of the empire state...      1       3     2
57    "Based on the excerpt from the Mooring Mast by...      4       7     3
887   "There were many issues that made it impossibl...      3       5     2
794   "The builders of the Empire State Building fac...      3       5     2
552   "The obstacles the builders of the Empire Stat...      3       5     2
364   "The builders of the Empire State Building fac...      4       5     1
630   "The mooring mast seems like a great idea. A l...      3       5     2
22    "The builders of the Empire State Building fac...      2       4     2
183   "If the Empire State Building were to dock dir...      3       5     2
970   the builder of the empire State Building faced...      0       2     2
1042  "The builders of the Empire State Building fac...      4       6     2
188   "The builders faced many obstacles in attempti...      3       6     3
891   "The greatest obstacles the builder of the Emp...      3       6     3
761   "While the construction of the Empire State Bu...      4       7     3
55    "Based on the excerpt there are a few key obst...      2       5     3
685   "While they were attempting to allow the dirig...      3       6     3
983   "In the excerpt from ""The Mooring Mast"" by M...      2       4     2
3     "The builders of the Empire State Building a g...      3       5     2
580   "Marcia @CAPS1's article ""The Mooring Mast"" ...      3       7     4
456   "One obstacle that the builders faced when att...      4       6     2
645   "In the excerpt ""The Mooring Mast"" by author...      3       5     2
62    "The obstacles the @CAPS1 of the Empire State ...      2       3     1
140   "The builders of the Empire State Building fac...      3       7     4
43    When building a structer as big as the Empire ...      1       3     2
313   "New York is said to be, ""the city that never...      3       5     2
1005  "In the excerpt @ORGANIZATION2, written by @OR...      2       3     1
197   "In the excerpt from ""The Mooring Mast"", by ...      3       6     3
647   "The @ORGANIZATION1 spire was originally built...      3       5     2
27    "In Marcia Amidon Lüsted excerpt The Mooring M...      3       3     0
438   "There were many obstacles in attempting to al...      4       6     2
476   "Problems the builders of the Empire State Bui...      3       5     2
832   "Even though allowing dirigibles to dock at th...      3       5     2
597   "There were many obstacles the builders of the...      1       5     4
132   "When building a great task, many obstacles ne...      3       5     2
967   "There were a few obstacals to making this ide...      2       3     1
41    "When the Empire State Building was conceived,...      2       3     1
266   "The builders of the Empire State Building fac...      3       6     3
519   "The builders of the Empire State building fac...      3       5     2
700   "Architects constructing the Empire State Buil...      3       6     3
315   "The builders of the Empire state building fac...      3       5     2
727   "In the excerpt, The Mooring mast by Marcia Am...      3       5     2
30    "Allowing dirigibles to dock at the Empire Sta...      3       6     3
309   "The obstacles The @CAPS1 of the Empire State ...      3       3     0
477   During the construction of the Empire State Bu...      1       3     2
666   "The builders of the empire state Building fac...      3       5     2
24    "Obstacles that the builders of the Empire Sta...      1       3     2
851   "The builders faced many problems in their att...      3       7     4
667   "The builders of the Empire States Building en...      2       5     3
291   "@CAPS2 on the excerpt, there were many obstac...      3       6     3
35    "The obstacles that builders faced in making t...      3       5     2
888   The builders of the Empire State Building face...      3       6     3
668   "In the article ""The Mooring Mast"" by Marcia...      4       7     3
439   "The builders of the empire state building att...      1       3     2
960   "While dirigibles were being invented in the e...      1       3     2
680   "The builders of the Empire State Building fac...      2       4     2
933   "The idea of the dirigibles docking on the moo...      4       6     2
699   "While attempting to allow dirigibles to dock ...      3       7     4
447   "Based on the excerpt the builders faced many ...      3       4     1
413   "In this @CAPS1 ""The Mooring Mast"" by @ORGAN...      3       3     0
849   "The builders of the Empire State Building fac...      4       6     2
102   "Builders faced many obstacles in attempting t...      3       5     2
565   "Based on the excerpt, ""The Mooring Mast,"" v...      4       7     3
790   The obstacles the builders faced were very dan...      3       5     2
993   "In this fascinating story ""The Mooring Mast"...      3       4     1
545   "The builders of the Empire State Building fac...      3       6     3
21    "In this excerpt, the builders faced many obst...      3       6     3
155   "The builders of the Empire State Building fac...      2       5     3
198   "The builders faced many challenging obstacles...      1       4     3
737   "There were many obstacles the builders of the...      2       4     2
4     "The Empire State Building's docking zone was ...      3       5     2
550   "The builders of the empire state building fac...      3       5     2
371   "In the excerpt The Mooring Mast by Marcia Ami...      3       6     3
897   "Obstacles such as nature, safety issues, and ...      4       6     2
750   "In ""The Mooring Mast"" by Marcia Amidon Lüst...      3       5     2
210   "Intended uses for buildings often are met wit...      3       5     2
301   ". The Empire State Building during it's const...      3       5     2
25    "Dirigibles also known today as Blimps used to...      0       3     3
947   "The Empire State Building was always very fam...      1       5     4
87    "There were several obstacles that prevented d...      3       7     4
450   "Based on the article ""The Mooring Mast"" by ...      2       4     2
1040  "In order to build the Empire State building, ...      2       5     3
430   "Based on the excerpt, the workers faced a lot...      3       4     1
534   The builders had to face alot. They had to reb...      2       5     3
1068  "The builders of the Empire State Building fac...      3       6     3
163   "Some obstacles the builders of the Empire Sta...      2       5     3
195   "The builders faced many obstacles when trying...      3       6     3
949   "Architects and builders faced several obstacl...      3       6     3
402   "It was unrealistic and also unsafe of enginee...      2       5     3
800   "The obsticles the @CAPS1 faced In attempting ...      1       2     1
662   "Based on the excerpt, there were many obsticl...      3       5     2
1030  "Al Smith and his group of architects encounte...      4       7     3
297   "There were many obstacles the builders of the...      3       5     2
500   "There were many obstacles the builders of the...      3       5     2
528   "In the excerpt ""The Mooring Mast"" it shows ...      2       5     3
69    "Back in the roaring @NUM1's and @NUM2's, New ...      4       5     1
768   "Although thousands of dollars and countless h...      3       6     3
82    "The builders of the Empire State Building fac...      4       7     3
404   "One of the obstacles that the builders of the...      3       5     2
239   They had to build the tower just right or els ...      1       2     1
1025  "The obstacle that the builders of the Empire ...      2       4     2
483   "The problems the builders had in attempting t...      2       4     2
637   The builders faced some problems such as weath...      3       5     2
272   The problems that the builders of the empire s...      3       4     1
204   "In the excerpt ""The Mooring Mast"", the buil...      2       4     2
124   "Based on the excerpt, the builders of the Emp...      2       5     3
20    "In order to allow dirigibles to dock on the r...      2       5     3
896   "Builders of the Empire State Building faced m...      2       6     4
952   "The builders of the Empire State Building wer...      3       3     0
423   "In the 1930's the world was evolveing and new...      3       4     1
535   "There are many obstacles that the builders fa...      4       7     3
352   "The builders of the Empire State Building fac...      3       6     3
1013  "In the artical ""The Mooring Mast by Marcia A...      1       5     4
1051  "Marcia Amidon Lüsted, author of ""The Mooring...      3       5     2
821   "Based on the excerpt, ""The Mooring Mast"", i...      3       5     2
878   "Based on the excerpt, there were many obstacl...      3       4     1
5     "During the construction of the Empire State B...      4       5     1
129   "In the excerpt ""The Mooring Mast"" by @ORGAN...      2       5     3
353   "In the @CAPS1, the docking of dirigibles had ...      1       3     2
286   "The obstacles the builders of the Empire Stat...      1       4     3
530   "The builders of the empire state building fac...      3       3     0
379   "In the article ""The Mooring Mast"" by Marcia...      3       6     3
215   "In the excerpt, The Mooring Mast, there were ...      4       6     2
1046  "@CAPS1 were thought of as the future of trans...      1       3     2
251   "In the passage, The Mooring Mast, Marcia Amid...      3       6     3
511   "In ""The Mooring Mast"" by @ORGANIZATION2, it...      4       5     1
658   "In the excerpt ""The Mooring Mast"" by Marcia...      2       3     1
808   The building had a steel framed body up to @NU...      1       2     1
631   "There were multiple obstacles that made the i...      2       5     3
689   "In this excerpt The Mooring Mast by, Marcia A...      4       5     1
701   "Based on the excerpt, it is clear that the bu...      3       6     3
273   "In the excerpt The Mooring Mast the builders ...      1       3     2
54    The builders of the Empire State Building face...      2       5     3
482   The architects could not simply drop a mooring...      3       6     3
17    "The builders of the Empire State Building fac...      2       5     3
265   "Based on the expert, builders of the Empire S...      3       5     2
460   "Al Smith faced some obstacles while attemptin...      3       6     3
307   "The idea of the Empire State building being u...      3       6     3
428   "Builders of the empire state building faced c...      4       5     1
158   "The mooring mast on the Empire State Building...      2       5     3
474   "The builders of the Empire State Building pla...      3       5     2
531   "Based on the excerpt, some obstacles the buil...      3       5     2
166   Some of the obstacles the builders of the Empi...      3       4     1
986   "In the excerpt from ""The Mooring Mast"" by M...      4       5     1
847   "The architects who built the mooring mast on ...      3       5     2
214   "The builders of the Empire State building fac...      3       4     1
178   "The obstacles that builders faced while build...      2       4     2
538   "What the builders are faced with while trying...      3       5     2
141   The builders faced many obstacles while buildi...      2       5     3
617   "The obstacles that the builders faced are fly...      2       4     2
243   "In the construction of the Empire State build...      3       5     2
553   "The builders of the Empire State building fac...      2       5     3
152   The builders had many obstacles to face in att...      3       5     2
694   The obstacles the builders faced with the moor...      2       5     3
372   "In the excerpt from, ""The Mooring Mast"", by...      3       5     2
982   "The builders of the Empire State Building fac...      2       4     2
769   "The builders of the Empire State building fac...      4       5     1
924   "There were many problems to over come in the ...      3       5     2
378   "The builders of the Empire State Building fac...      3       6     3
992   "the Empire State building faced many problems...      2       4     2
860   "In the excerpt from ""The Mooring Mast"" by M...      4       7     3
119   "There were many obstacles the builders of the...      2       4     2
1078  "The obstacles the builders of the Empire Stat...      2       4     2
184   "The builders of the Empire State building fac...      3       5     2
780   "The builders of the Empire State Building fac...      3       6     3
889   "Mooring mast was added to the top of the buil...      2       3     1
605   "The builders had many troubles with the build...      2       3     1
95    "In some cases builders of the Empire State Bu...      4       6     2
729   "The obstacles that the builders @CAPS1 in att...      1       2     1
1065  "While building the Empire State Building, the...      2       5     3
97    "The builders of the Empire States Building fa...      4       6     2
157   "The builders of the empire state building fac...      3       6     3
695   1.) dirigibles were being hailed as the transp...      0       2     2
981   "In the excerpt ""The mooring mast"" by Marcia...      4       5     1
1052  "When building the dock for dirigibles. Al Smi...      3       3     0
650   "The builders were Building about @NUM1 ft hig...      3       2    -1
1067  "After reading The mooring mast, by Marcia Ami...      3       5     2
795   "By attempting to allow dirigibles to dock on ...      3       6     3
908   "In the reading comprehension ""The Mooring Ma...      1       3     2
168   "The builders of the Empire State Building fac...      4       7     3
28    "In the novel, The Mooring Mast, by Marcia Ami...      3       3     0
846   "The builders have faced many obstacles, from ...      3       6     3
339   "Based on the excerpt from @PERSON1's book ""T...      3       4     1
613   "The architects of the Empire State building f...      3       5     2
246   The obstacles the builders of the Empire @CAPS...      0       2     2
508   "In ""The Mooring Mast,"" a historical article...      3       7     4
998   "Some of the obstacles the builders of the Emp...      3       6     3
923   "Builders of the Empire State Building never a...      3       6     3
976   "In their quest to allow dirigibles to dock, t...      3       7     4
303   I think the builders main problem they faced w...      1       3     2
997   "The obstacles the builders of the Empire Stat...      3       5     2
1024  "The idea of a mooring mast atop the Empire St...      2       5     3
466   "Attempting to allow dirigibles to dock on the...      3       5     2
683   "In their attempts to try and build a platform...      2       4     2
412   "There were many obstacles in allowing dirigib...      4       6     2
1016  "The workers faced many obstacles in the proce...      3       5     2
895   "The obstacles the builders faced was mainly s...      2       5     3
593   "The builders of the Empire state building enc...      4       7     3
