essay_id	essay_set	essay	rater1_domain1	rater2_domain1	rater3_domain1	domain1_score	rater1_domain2	rater2_domain2	domain2_score	rater1_trait1	rater1_trait2	rater1_trait3	rater1_trait4	rater1_trait5	rater1_trait6	rater2_trait1	rater2_trait2	rater2_trait3	rater2_trait4	rater2_trait5	rater2_trait6	rater3_trait1	rater3_trait2	rater3_trait3	rater3_trait4	rater3_trait5	rater3_trait6
4206	2	"Dear Newspaper @CAPS1,      I believe that the country should take off all the books, movies, magazines, and music that has any kind of offensive cover, or any offensive mind grabbing, sexal contact in any of the  story, music, etc. Children don't need to be seeing that stuff just sitten around, the radio for example, the music that they put on like rap, hip-hop with all the cusin and singing about mony, cars, girls, and sex. Kids don't need to be hearing that stuff on the radio, and adalt books that are sitten around in @ORGANIZATION1 ready to be read by adalts, not children.The children need to know about all the sexual conflict some day just not when there @NUM1 or @NUM2 years old looking at pornograghic magazines, and movies. So I hope you keep this in mind get that stuff off the streets and not into childrens hands."	3	2		3	2	2	2																		
4222	2	"Katherine Paterson once said, 'All of us can think of a book that we hope none of our children or any other children have taken off the shelf. But if I have the right to remove that book from the shelf- that work I abhor- then you also have exactly the same right and so does everyone else. And then we have no books left on the shelf for any of us.' I disagree with Katherine Paterson's statement because there is a @CAPS1 to @CAPS2 and the @CAPS1 to Write. The author obviously had a purpose to write the novel, compose the music, or to deliver the movie. There will always be items that will be offensive to some people, but to others there is a meaning behind it.     The @CAPS1 of @CAPS5 gives everyone the right to speak what is on their mind. That @CAPS1 allows them to publish whatever they have to say in a novel, a piece of music, or in a movie. Sure there @MONTH1 be some parts that @MONTH1 be inappropriate somewhere in a novel, piece of music, or a movie, but that doesn't mean the whole item will be inappropriate. Some people might think some things can be offensive while others don't at all. There maybe somethings out there in this world that you @MONTH1 think are offensive, but have you stood up and told that company yourself?      Being able to put down anything on paper that you want everyone to know about is the @CAPS1 to write. With that you can't be told not to do so. For example, the '@CAPS6' magazine maybe offensive to an abundent number of parents who don't want their kids to look at it, but that magazine isn't intended for children to look at. That magazine's purpose is to show adults what is all out there to buy to make their appearance sexy. It's not to be offensive to anyone and that company has the @CAPS1 of write to publish such a thing. The @CAPS1 to write serves its own purpose to all of the writers, composers, directors, and anyone who wants to write in a journal or to write a note.      I bet there has been a novel, a piece of music, or a movie that you just love. Well within it there most likely was a piece of information that was inappropriate, but would you like to see that taken off of the shelf? For example, I once read a series when I was in middle school that had inappropriate content about sexual interaction, but that series is what every girl wanted to read. If they would have taken them off the shelf because they were not appropriate then I know plenty more novels that would be gone as well.         What would you say if there was nothing left on the shelves to read, listen to, or to watch? Without items such as books we could have a hard time learning new stuff all the time. These are the items that teach us new things everyday. Would you be able to enjoy your life without being able to read, watching movies or @CAPS7 shows, or listening to music? It would be a very hard thing to get used to in today's society. We rely on such things @NUM1 to get us through the day and teach us things we were never taught.     Disagreeing with the quote that Katherine Paterson stated is one way to use @CAPS1 of @CAPS5 by stating my view of removing inappropriate items off of shelves. Removing items of the shelves won't solve the proplem of having too much inappropriate usage in today's society. If everything that had some kind of inapporpriate content in it removed from shelves, we would have a hard time finding a novel to read, music to listen to, a magazine to enjoy, and a movie or @CAPS7 show to watch. Lots of schools rely of books to read and without a book childrens vocabulary could have a great downfall.  Think about it...what would you be able to do in your free time if we had no more books, movies, magazines, or music"	4	4		4	4	4	4																		
4223	2	"Books, magazines, movies, music, etc, are all good to read, watch or listen to.      When I listen to music or watch movies or even read books sometimes. I wonder how do people come up with these ideas.The real reason is why people listen to music, read books watch movies are so offensive. In todays world you got music with all this negative stuff about people, talkin about people, with the curse words its not a good look for the people who make the music or the people who listen to the music. I feel that that stuff not be allowed in the shelves and it should be removed. Parents dont want there little children hearing that negative music. When they grow up they are going to be like them because everybody sings there songs and everything else.     I feel movies should not be removed from the shelves. The reason i say is because movies are funny, scary, sad etc.Sometimes u need the offensive in a movie, with out that it would not be good most of the time. One of my favorite is @CAPS1 @CAPS2 and it was about character from the past @CAPS1 and @CAPS4 get back together and do one more mission. That movie was offensive but u still have a good time watchin it because its has the nice cars and good character. Movies should never get removed from the shelves cause out offensive of movies it would not be fun.People can not go to the movies with there friends and have a good time.If u are taking little kids out make sure u pick the right movies for them.To conclude argument Music is not bad thing to listen cause u have good music to but all im saying is make sure to watch what u listen to and get in trouble trying to do what they say in there music.To the movies keep comming out with good movies and keep making the movies good"	3	2		3	3	2	3																		
4230	2	"Offensive @CAPS1     @CAPS1. Books, music, magazines, movies, commericals. Is it right to have all types of @CAPS1 shown to all ages? I disagree. A variety of people could take offense to the content this @CAPS1 contains. I think that there should be a designated area, or all the alarming @CAPS1 should be removed so everyone can be at peace when they are at the library, or just watching television in their own home.      Even though some people @MONTH1 not take offense to any type of @CAPS1, you have to think about the parents. A majority of parents would not want their children to be surrounded by all the effects that this @CAPS1 brings. Some content @MONTH1 not be suitable to younger kids. Whether it be going to the movies or just going to the library, children can see all the violence and misbehaving going on in the world today. I believe that drugs, alcohol, and curse words have a big influence on kids these days. I think it is our responsibilty to protect them until they are at an age they can make their own judgements.      Religion. Our religion plays a big part on what we think is right or wrong. I was taught to always treat people with respect and to try my hardest to get along with others. A lot of the @CAPS1 contradicts what I have been taught. If you see something on television with your favorite actor or actress on it, we tend to believe it is acceptable behavior. If you have ever been to a movie theater, you know they have certain ratings. The ratings are there to protect younger kids from getting into adult movies. They enforce this rule to an extent, but I don't think they enforce it enough. At the least, libraries and movie rental places could have a designated area for adult rated content to respect those who disagree.      A few years ago when my little sister was about two or three, she was watching a movie with me and it had a few curse words in it. She had never heard them that often and wasn't sure what they meant. For the next couple of days, she went around saying the word and my parents weren't very happy. She had no idea she was doing anything wrong because she heard it on a movie and if they could say it, then she could too. Children sometimes don't know any better and if they would happen to say it to a stranger, they would be offended.      @CAPS1 can be harmless, but it can also be offensive. The safest way to keep the new generation respectful, is to shield them when they are young so that they can learn what is right and what is wrong. When they come out into the real world, they won't be difficult to put up with and will have proper manners. No one will ever agree on the same things, but in the end, we need to do what is right for the betterment of our community."	4	4		4	4	4	4																		
4235	2	"Has anyone ever stopped and thought about the negative aspects of censoring a book? Many people of different beliefs take offense to books that show negativity to their ideas. When people are offended by a book the first idea that comes to mind is to try and get the book off the shelves by censoring it from libraries. I think that if a book offends a certain group of people they should just simply not read it.     Why should other people not get a chance to read a good book just because it offends someone else? Banning books would go against what our country stands for. How different would it make us if we started censoring books in our libraries like other countries with governments who have the final say on what can and can not be read?      Imagine what life would be like if all books found offensive were stripped from our shelves; there would be nothing left because anyone can find something offensive in any book. I understand that sometimes things written in books can really be disturbing ,and offensive but that doesnt give anyone the right to just take it off the shelves. Censoring books is a short term answer to a long term problem.     I believe that if we always resort to censoring books then we will become a less creative society. There are many people who @MONTH1 actually want to read a book but never get chance just because it is censored from library. Books that are censored are usually the books that help ones imagination. Would you want to live in a world where people are void of creativity?"	3	3		3	4	4	4																		
4240	2	"I think they souldnt be pulled off the shelves because everyone has different opions . one person @MONTH1 think a book is offensive but the next @MONTH1 not. Some people @MONTH1 think any books with god or jesus in the are offensive but that @MONTH1 just be because it is not there religion. If every person took off a book that they thought was offensive  there would be no books left. Because people think differently. Or some @MONTH1 not like the @PERSON1 books because of the violence and goryness but to some people those are there favorite books, so that would be unfair to the ones who like the books that others dont. There are many books out there that not everybodys gonna like the difference is how you think and what you think is right and wrong"	2	2		2	3	3	3																		
4241	2	"Censorship in libraries? Is it a problem? Should we fix this 'problem' or is it for the good? People of different culture, background, and life could be profound by these articles in readings. Can these books be offensive? They could be offensive to some but to others only educational. Statements have been made all over the world of people speaking on what they believe is right or wrong. How many people believe that censorship in libraries is really offensive and should be removed from libraries?     Who really are the victims when books and magazines are being thrown off the shelves? The author of that specific article that's who. If it is said that every reading that comes off offensive should be taken off the shelves, then what would be left on them. Some people @MONTH1 take romances being offensive or comedy or horror. Romance could be hurtful to someone only because they maybe just got out of an relationship, or comedy because they are miserable and don't know how to laugh anymore or know what happiness is. Who knows? Opinions such as these would be only terrible for business but also terrible for the educational and history part of life itself.           People of different races and cultures @MONTH1 have another opinion on the situation of censorship. From all over the world there are cultures spreading throughout. Born into a religion could be a huge affect on what their outcome is on a book, magazine, or a movie. Movies of past experiences or massacres that happened to a cultrue @MONTH1 be difficult for some people of that culture to take in. The normal response to a movie such as that would be to become angry or frustrated. Only for others it is an oppertunity to learn what those people went through and grieve for the loss of the people during that time. To support the people who made it through those heart breaking times and become a friend to them and learn more about them, their culture, and way of life.      Have you seen protests arouse before you? Anywhere in the world? On television, hear it on the radio, or see it in the newspaper. Everyone has most likely seen this type of protest or attack on the opinion of another person. There have been protest in the past of the freedoms of a person or even race. If everyone begins to complain and argue of what is being put on shelves in libraries. What will come of our world? What will we know about the past? What will we begin to predict for the future? Anyone, and even I can make observations of the acts going on around us. In my experience, I have seen of attacks being struck upon people who only put a picture in the newspaper, or a small article spoke out on television. Who are we to say that everything needs to be removed off the shelves in libraries? These are just people who have been hurt and don't want to relive that experience.      Overall, my opinion on if censorship in libraries should be extinguished. I believe the answer is no, every person in the world is going to be upset, hurt, or broken about something at least a million times in their life time from now on. Whether it be in books, music, movies, magazines, or anything else. They just need to understand that without any one person's culture that there would be no history of life before us"	4	4		4	4	4	4																		
4243	2	"In my way of viewing things i say that what i think is that the book, movies, music, and magazines should be put in critical order because some of us want or like to read or see stuff about what we want to see like the news that are in one way good to us, but some others like to see what's behind from the reality and want to speak up but they can because they are afraid that they would get hurt for speaking up. So i think that those things(books, music, movies, magazines) should not be removed from the shelfs because those books or movies can bring you what's going on in the world and how is affecting us in the way of not paying attention to it. Some experiences that i have is music i had once heard a song in spanish called '@CAPS1 The @CAPS2' and it talks about the corruption in @LOCATION1 and that how the people from the bottom suffer because of the people from the top do not care about them, also if you treat them as kings they will treat you as a slaves, and that if you give them the @CAPS2 to control you, they will take out advantage of it, how the honest people work hard to bring food to their homes, but its not enough because of the leaders on top that want all for them... its a very good song that says the true about it and that nobody does something to finished.So i don't want that songs or books that show the reality disapper because some people doesn't like them at all"	3	3		3	2	2	2																		
4252	2	"Hiding @CAPS1?                                                  By: @PERSON1 to the harsh world we all live in, I do not believe it is morally correct for a program, of any kind, to hide the hard reality of our world from any person.      @CAPS1 will be @CAPS1 and one shouldn't ever hide what is true from the eyes of another person's mind. If one person makes the choice to close his eyes and go into a fantasy world then that is one person's right as a human being. However, one man has no right- whats so ever- to close the eyes of another person for them.     Personally, I myself am not afraid to look into the history of man's choices and take upon myself the burden of the harsh knowledge that I have inherited. I look at the human race of this planet to be whole and to be one with another. This planet doesn't belong to one race, nation or culture of people; it belongs to every single person equally. I made the decision to take on the resonsibility to know the past and use it's lessons to better the future. This world belongs to me as equally as it belongs to you; so my decisions will affect you as much as they affect me. That being stated, every person's decisions impact everyone, not just one's self.     People think that we should hide things that are 'offensive' to other people. Racism, world political issues, casualties of war and personal ethics- are some of these 'offensive' things. However, offensive or not, these subjects are very real and very much alive in our world; So why should anyone have the right to try to make these subjects dissappear for another person?      In @LOCATION1, everyone has the right to freedom of speech and expression, but how can these freedoms be carried through if people remove these expressed ideas and beliefs from the shelves of the readers? We all have a right to make the decisions that affect our world and if this world is equally owned by everyone, then everyone's decisions are equally burdened by everyone. That being said, we all have the right to know the decisions, actions, and the concequencies of these decisions and actions that our people all create every single day.     In conclusion, I believe that our world is harsh and also beautiful. Being that of which it is, I believe it is every man's right to live and decide the way he wants to. No man should ever make another person's decisions for them. Everyone is resonsible for their own life and how their life affects other people. However, no one has responsibility to hide or change the world around us from any person, for it is the knowledge of the people that make the world what it is and it is the knowledge of the world that influences a person's decisions"	4	5		4	4	4	4																		
4254	2	"Dear @CAPS1,     @CAPS2 I have found that there has been a strong censorship in the libraries and I would like to express my strong disagreement for these actions. I have found that things have been removed from your shelves due to its content. Some of the content is vulgar and explicit and some is very offensive, but that still does not give you the right to remove these things. Books, movies, music, and magazines are very big parts of peoples lives and removing these things can be a big part of someones development.      First off you should not be taking books off of shelves for any means. There is a reason these books have been written and published nad it is because they have some meaning and can teach people or give them information on things they would not know otherwise. Taking books off shelves is pretty much just sheltering people, mostly kids, from information that would benefit them no matter in what way. Yes some books talk about sex, and yes some books have offensive terms but unless children are exposed to things like this they will not know that it is wrong. If they do not read books about how slaves were treated, they will never know about the slaves. If they never read a book about a married woman having an affair, they won't understand the significance of cheating. When people read these things they learn about them, and with a little common sense they can understand these things are wrong. Books should not be taken off the shelves in a @CAPS1 at any rate and movies should be looked at in the same manner.     Movies now a days have come along way. Flicks like @CAPS3 and @CAPS4 use such a high form of technology that people would have no idea how it was done just a few decades ago. Some movies due contain very vulgar language and offensive terms and sometimes even nudity, and I can relate to not wanting a little child to see that. This does not mean that these things should be removed from the @CAPS1 though. In all honesty I do not want my little brother or sister walking past a @CAPS5 container with a picture of a girl in lingerie on the front and I do not think anyone else is ok with that. Other movies should be put on display for kids to rent though. Movies that can teach them history although there is very graphic content. Movies that will help them learn how not to do somethings like kill or rape. Movies that can show these things but also teach how incredibly horrible these things are at the same time. I think that the movies that go past this should be put into an adult only section and I do not think any pornography should be put on display anywhere, but movies need to be available to a very high extent. Movies are very good teaching tools and magazines follow that same path.      In the world today we have magazines like @ORGANIZATION1 that are jam packed with information that can better kids from a young age to even people who have been out of school for a while. I feel like some educational magazines @MONTH1 be graphic and show things that children should not see but on the other hand, seeing it will help them understand. Now I am not saying I want to put @CAPS6 magazines on display for people to see and learn about how little of clothes some girls can wear but magazines that @MONTH1 show the very little amount of clothes people are forced to wear in countries in @LOCATION1. They should be able to view magazines that could show, a little more on the nude side, of people who are starving because they only can eat twice a week. Things like this although can be very offensive maybe to some people should be viewed because it can teach. It will show kids that these people need help and they can be those people that help them. Once again pornography should not be available at anytime but other magazines that have an educational aproach but could contain some naughty things due to the teaching should be able to be heard. Magazines should be available but on the other hand you have to take a more careful approach to music.      Music is probably the hardest to figure out, of these censored things I have spoken of today. People use music to express feelings. Whether those feelings are good or bad they get them out through song. Music is something that brings people together and allows them to be unique at the same time. Music should not be taken away from people going into a @CAPS1 because of its vulgar content or anything of that matter. There is a thing called the 'clean' version of pretty much any song that has curse words in it. Songs that cannot be cleaned up or are not available in that way I can undertstns why they are taken off the sheleves but other than that I think everything should be made available. Music can be so powerful to people and taking it away is not the right thing to do.     In conclusion the censorship should not be done. Yes there are somethings that have to be removed due to the extremeness contained in it but if things can be learned from I feel like it should stay no matter what. People go to a @CAPS1 to learn and there are so many tools that can be used to teach them. Music, movies, magazines, and books can be such a big part of peoples lives and taking these things from them is not right"	4	4		4	4	4	4																		
4264	2	i fell that this test is stupid i hate reading and writing. i think that you all should only make sure that we can read on level and write on level bc alot of kids arn't even going to really try on this test till like their @NUM1 or @NUM2 grade year and also alot of teachers dont even teach this material till the end of the year           so i think that some of the stuff that u all test on should be changed like the stuff you test on and how long the test is and should be more focest on reading and writing levels     however i do agree that the test should still be here because it helps felter people who passed the class by cheating and who passed it by hard work     i think there should be an alternative test that is taken on paper to because some kids test better on paper then on a computer     this is the way i feel about the test. i know i was supose to write about offensive material but i couldnt think how i felt about it and this is the stuff that was on my mid so i thought i would enform u think you very much	2	2		2	2	2	2																		
4276	2	"What other people take as offensive might be taken to others as something they value. I believe that all sorts of books, music, and magazines should stay on the shelves at the library. People value many different things and we need to give others an opportunity to explore what else there is.                                                Different types of books explain different types of things. Some people connect with books in a way that others @MONTH1 not understand. Taking certain types of books away can risk other peoples feelings. Taking music, in my opinion, would be the worst because people get lost in some types of music. They use music to escape their probems and taking that away can leave them helpless. People love movies. It helps people understand what is going on in other peoples point of views. Taking away movies could leave people with no entertainment. People like different movies and some movies can be offensive. But, it's not up to anybody else. Magazines help people keep up with news. Most of the news can be very offensive. It is the people around you causing the offensive news. Taking away magazines can be keeping people from the latest gossip and news.                                          Taking away things that people use to connect with, what they use to escape with, their entertainment, and the news would most likely cause peoepl to act out in a bad way. Everybody is defferent and everybody likes different things and taking away something that others think is offensive is unfair to the people that think it isn't. What if somebody thought what you liked was inappropriate? How would you feel?"	4	4		4	4	4	4																		
4285	2	"Do people take offensive books serious. There are lots of stuff in book that people @MONTH1 think is offensive. Some other people @MONTH1 think differently. I pretty sure libraries have censored shelves, but if not people shouldn't get so worried about it and here are ways.     I feel that certain materials that young people see in books, music, and movies are at the library. They see stuff that's around them. they also see what there mentor and parents are doing/watching too. The author of the quote (Katherine Paterson) can't just blame it all on the library.     In the paragraph I wrote before this I said that children see things that there metor and parents are doing. Now today in the @NUM1 century parents really don't keep a good eye things and what they leave out for what they child can get. Kids like to play with stuff they first see. If parents don't want there child seeing offensive material and other stuff on the shelves in a library then they should watch what they kids are doing more carefully and watch over their backs.     I really don't care that the shelves in libraries are offensive. I just don't pay any attention to it anyway. We are living in a better world that it was years ago. If people still are getting mad over petty stuff like that, then what are they still here for. When young children get older they are going to end up seeing things that they coudn't see that's still going to be on the shelves in a library.     We shoudn't take books offensive. After all they are just words on a piece of paper. I believe that offensive materials and other stuff should stay on the shelves of library. Besides some people need to know the truth sometimes in order to understand stuff more clearly."	3	3		3	3	3	3																		
4291	2	"Censorship, @CAPS1 or @CAPS2?          I can understand why libraries would decide to keep certain books off their shelves. Libraries are a place for learning and work. If you were sitting near someone at a public library who was reading smut you could feel awkward.      Although some people @MONTH1 find certain items unoffensive, other @MONTH1 disagree. Imagine you are a mother with a young child who decided to wonder through the library. Your child finds a magazine. It's '@CAPS3'. Not something that you are going to want to explain to your child. If the library were to have not kept the magazine, it never would have happened. Libraries are a public place that should be taken seriously.    If people really want to find something that is inappropriate they can find it somewhere else. The modern world today makes it easy for people to find just about anything without a large hassle. Therefore it should be fine to keep certain materials out of our libraries.      How can people take libraries seriously if there are dirty books, or books with rude language, and scandalous themes. If you are trying to get work done or learn and there are distracting items on the shelves then it @MONTH1 make things more difficult. Libraries are serious places and should be treated as such."	3	3		3	4	3	4																		
4296	2	"Dear Newspaper,      I would like to start off by saying yes, books, magizines, music, movies, etc., are great for the kids in the library.  I think thats the best thing for them to do when they dont have anything to do, go to the library and read or work on stuff in the library and I think that some things should be in the library because we are in high school and we need to learn some things here but some of the things we learn are not very appropriate.      In high school just walking down the hall ways your going to learn alot of things you probably dont need to know yet but when you walk into  a library they dont need to encourage it by putting  books of drugs, alcohol, and sex on the shelves.       Books about drugs are alright to an extent.  If your reading about medicanes you can take and being in the doctors office and getting percriptions is alright but when you got books about pot, weed, crank, or meth thats a little much.  We need to learn about those drugs and what they could do to us if we use them or abuse them but we dont need to know how to roll a blunt or make meth.      Books about alcohol are the same way.  We need to know the dangers of drinking but we dont need to know about teen parties and things to do when your drunk.       Advertisements, magizines, etc., are the worst things for us kids because everyone of them have something to do with drugs, alcohol, or sex and trying to get us to do those thing in high school. The front cover of magizines always have people who have got caught with drugs who is dating or sleeping around with who and ik that we will and need to know these things but i dont think we need to read them out of books because then we read it and see how other people did it and we feel the need to do it or try it.     I believe these books that are over the line about alcohol, drugs, and sex need to be taking out of the librarys so that the kids have something to learn about and ask there parents about.  I have been in the librarys and I know for a fact that the first books I go for have one of those three invloved in it because those are interesting and we like reading about stories at parties or someone getting pregnant or an @ORGANIZATION1 but also when I read I think about it and I think I want to go to a party they made them sound fun.     This is what I think about some of those books on the selves and what I think should happen.                                                                       Sinceraly,                                                            @LOCATION1"	3	3		3	3	3	3																		
4300	2	"Books can always be amazing things in how they take us to whole new worlds and how they enlighten us to new ideas we @MONTH1 have never thought about before.  However, are some books just too much to handle and should not be read?  Well think what you @MONTH1, but I believe all reading and media materials should stay on their shelves in libraries because people should have a right to know what is in the real world, even some of the bad parts.  Different assortments of media should definately not leave libraries or be banned from them because people need to be educated in all that exists, they need to know even the bad things in this world so they can hopefully be educated enough about it they can go away from evil acts and help fight against them, and first and foremost it is their right to choose what they want to read because each individual must have the option to be who they want to be.  Though we can only hope that by giving people such knowledge they can rise up and do what is right.     Even education @DATE1 is being influenced by people saying that students can not be taught certain realms of knowledge, but in the long run does this really help people?  If people were educated enough to know about everything we know and what they themselves as an individual choose to learn, wouldn't that help them from becoming curious and learning lies from an invalid source, instead of the array of resources they would have open to them at a library?  Each individual should have the right to learn what they want to learn and should not be closed off from any resources, otherwise they @MONTH1 never learn the real truth behind a topic, which would work against the whole point of learning.  These seekers of knowledge should always be able to seek as they please, so that they @MONTH1 learn and hopefully make new advancements for everyones benefit, but they can only hope to this with proper education.         Another point to look at is that people need this variety of education, so they can work for causes important to them.  With knowledge people can make new innovations and create and spread new ideas to help make the world better.  Although  this can only happen when they know both sides of the story, so that if they oppose something they can know what they are talking about and what they are pushing against and what cause they are pushing for.  The only way people can truly make their ideas heard will be when they can understand all about their topics.  Without certain points of information that could be taken out, people @MONTH1 have no backbone to what they are saying and then they would even hamper other people's learning processes as well.     Also another reason to not have censorship is that we all have rights in @LOCATION1,and hopefully globaly someday, to be who we want to be in the pursuit of happiness as long as we do not hinder anyone else's dreams in our own pursuit.  People really just need to be who they really are in order to help the world and make differences, because if we were not allowed to be our own individuals then people would never advance.  Without this advancement, people would have just remained the same in their cultures and beliefs, but instead people chose to seek knowledge, and in doing so gave us the technology people have @DATE1.  Harry @CAPS1 even argues in his popular books series that we must know the enemy to fight them.  Would he have become such a hit if others didn not believe this as well?  To change this would go against the rights people have found for themselves, thus meaning if we gave these rights away, people would have regressed.       People should always be allowed to access all types of media, especially in librairies.  These media types help shape who each individual is and helps them to help make contributions to the world in their lives.  Though there wil;l always be bad media, we must understand even the bad in this world, so that hopefully people will make the choice to combat it.  We all certainly would not be the people we are @DATE1 without all the influences on us and by taking away even parts of knowledge we would end up only dehabilatating ourselves.   These choices all help us to hopefully advance and continue forward into the depths of understanding, so that knowledge will continue on forever"	4	5		4	4	4	4																		
4301	2	"I believe that if some people don't like a certain book or movie then they should be able to tell the library about that itme and it should be removed from the library. The library should allow people who use the library to take away things that are offensive to its customers.     Some parents who come into a library with their children let their children go off and look at books by themselves which is what my @CAPS1 used to let me do when I was a kid. If children are by themselves with no adult supervision and wander into an adult reading section they could look at something bad. They could also buy a magazine that looks perfectly fine on the outside but have offensive images on the inside.      When I was ten years old, my family and I went on vacation to @LOCATION1. We were watching a baseball game that was on commercial break one night. We were fliping through the channels wating for the game to come on. We were all watching the television when an offensive image came on the televison that children's eyes shoudn't see. That occurance happened when I nor my parents wanted me to see it. That image was an adult image and was meant for adults only, but childrens eyes can see it as well. Libraries should think of this when they are puting books and magazines on their shelves. They might be making a little bit of money but they are effecting a childs life in a negative way. Things like this could happen in a library also because children who are young won't always know what is a childs book and what is an adult magazine. Children also might ask their parents for music that the case of the music might look fine on the outside, but have cursing and bad things on the inside. This is the reason why all items in a library that are offensive to people should be removed from libraries.     If people who go to the library don't like something on the shelves they should be able to ask the library to take the item off the shelve. The libray might not do it everytime, but taking items off the shelves would make libraries more enjoyable and safe for children. If the library doesn't take the items off the shelve it could effect their business in a negative way. The library should only take off the items that regular visitors to the library ask for. The library shoudn't listen to someone who has visited the library only a few times. The library should listen to its customers that visit the library often.      I think that all offensive images to people that visit the library should be taken off the shelves and removed from the library. The library should listen to its customers not only because it could effect their business, but becasue it could effect the lives of children in a positive or negative way."	3	3		3	4	3	4																		
4309	2	I don't think certin matrials should be removed from library shelvs. People have the option to get what they choose from the shelvs the lirarians don't force them to choose the item. It is a free country and i think people should choose what they wan't. If the people don't like it then read the back of the movie or book before you choose it.	2	2		2	2	2	2																		
4314	2	"There are a lot of issues concerning offensive material that are used for entertainment purposes. Sometimes these things should not be on the shelves. Such as movies, books, magazines, etc., they can be seriously offenseive to other people that are different races or different religions.     Censorship can be used to solve this problem, like in the book @CAPS1 @NUM1, it was used to keep books out of the picture completely. To keep the society from becoming offended, or for that matter, thinking. However in this matter it is the complete opposite, having all kinds of negative material and not caring what it can do to other people, or @MONTH1 damage other people.     However this can also be argued. The people that are offended by the material, wether religious or race, really don't have to be around the material in the first place. For example if the material is in a library, then the people don't need to go to the library.           In conclusion people don't have to be near the offensive stuff if they are offended, but people should not be so cruel also."	3	3		3	3	3	3																		
4326	2	"Library Censorship     Libraries shouldn't have 'offensive' books removed from shelves. Parent supervision, librarian supervision, and your own common sense are three of the reasons why books shouldn't be removed from shelves if they are considered to be offensive.     Parent supervision is one of the top priorities for knowing what your children read. If they don't want their children to grow up being 'stupid' then they should teach them to focus on educational books more. When they see their child in a row of books that they think is inappropriate, then they should remove their child from that area and take them to another area.     The librarian's supervision is also an important priority. Maybe they don't know the children's actual age, but if the librarian sees them in a place that they think is inappropriate for someone around their age, show them another book shelf. Just like parents, librarians will try to find an educational book that the child @MONTH1 enjoy. But, librarians obviously like to read since they are around books all day, so the child @MONTH1 be lucky and the librarian finds an adventure book for the child, or something else that the child finds interesting.     The person's common sense is also a reason why 'offensive' books shouldn't be removed from libraries. Most people know how old they are and what kind of books they should read. If they are in an area of the library that other people @MONTH1 think is inappropriate for them to read, go to a different area.     Once again, I don't think there should be a censorship in libraries. If parents want their children to read books that won't 'rot your brain' then they should observe what books their child reads, trust the librarian to show them the correct books to read, and expect their child to have good common sense"	4	4		4	4	4	4																		
4329	2	"You are the mother or father of a young child, and you take them to the library. While there, you see some advertising for a new book. The sign is all bright and flashy, so you stop to read it. It turns out to be advertising a book and some movies that you believe should not even be available here, for they are far to inappropriate and offensive. What would you do?      Personally, I believe that if you see something like that, that you believe is offensive, you should say something. Talk to the librarian and state your case about what is going on. Having offensive articles in a public library where kids of all ages go to do their homework, is just plain wrong.      What if that certain library had no restrictions on who checked out what? So many kids could check things like that out, and not even know what it actually is! Could you imagine your child coming home from the library, and handing you a book, magazine, or movie that was way beyond anything they should ever see at that age? It would be disasterous! I @MONTH1 not have children, but I do have younger cousins. I know for a fact that if they brought home something inapproproate or offensive, their parents would be having a major talk with the librarian.     Libraries should have major restrictions on what gets checked out by who. For example, my library has three different kinds of library cards. One card is just to check out regular books. Another is so you can check out movies, music, and books. Then the third and final card is so you can check out books, music, and movies from the adult section in a small room at the back of the library. However, to even be eligible for the third card, you have to be eighteen or older.      I strongly believe that if a library does carry materials some @MONTH1 find offensive, they need to be kept in a small room at the back of the library, or behind the librarians desk. This way, noone who does not want to see the materials doesn't have to. If someone did want to see or check out these materials, they should need proof that they are eighteen or older. This would make it easier for the librarian to keep track of who looks at or checks out the materials.     Another thing, what if someone finds something offensive that someone else doesn't? Well, I honestly think that at least two or three people should comment on it being inappropriate or offensive, before it is actually taken off the shelf. If more than one person does say something, the librarian should place the book, magazine, movie, music, ect., in with the other offensive materials, where there is an age restriction.      This is how it is at my neighboorhood library, and I strongly believe that this library is a model for all libraries wanting to have more restrictions. If all libraries had more restrictions, it would be better off for everyone. Parents would not have to worry about their young children wandering around and finding something that is totally wrong for them. Older teenagers and young adults would be able to get their homework or projects accomplished without having all the distractions of the offensive materials.      In conclusion, I hope you take all that I have said to heart. I hope you write an article talking about the restrictions in libraries, and how they would make everything better off. Thank you for taking the time to read this"	4	4		4	4	4	4																		
